rule,mark,self_buy_floor,flow_mult,max_entry_mult,trail_pct,tp_mult,hard_stop_pct,time_stop_s,loop1_triggers,loop1_wins,loop1_pnl_usd,loop1_pnl_ex_best_usd,loop1_hits_caught,loop1_misses_entered,loop1_worst_usd,loop1_median_usd,loop2_triggers,loop2_wins,loop2_pnl_usd,loop2_pnl_ex_best_usd,loop2_hits_caught,loop2_misses_entered,loop2_worst_usd,loop2_median_usd,min_ex_best,total_pnl,wr
hold,300,0.35,1.5,5,0.4,0,0.5,1800,2,2,132.5,21.28,2,0,21.28,66.25,3,2,6.14,-45.86,1,2,-51.98,6.12,-45.86,138.64,0.8
hold,300,0.35,1.5,5,0.4,5,0.3,900,2,2,221.59,23.6,2,0,23.6,110.8,3,2,-35.78,-50.47,1,2,-51.98,1.51,-50.47,185.81,0.8
hold,300,0.35,1.5,5,0.4,5,0.3,1800,2,2,219.27,21.28,2,0,21.28,109.64,3,2,6.14,-45.86,1,2,-51.98,6.12,-45.86,225.41,0.8
hold,300,0.35,1.5,5,0.4,5,0.5,900,2,2,221.59,23.6,2,0,23.6,110.8,3,2,-35.78,-50.47,1,2,-51.98,1.51,-50.47,185.81,0.8
hold,300,0.35,1.5,5,0.4,5,0.5,1800,2,2,219.27,21.28,2,0,21.28,109.64,3,2,6.14,-45.86,1,2,-51.98,6.12,-45.86,225.41,0.8
hold,300,0.35,1.5,5,0.5,0,0.3,900,2,2,112.34,23.6,2,0,23.6,56.17,3,2,-35.78,-50.47,1,2,-51.98,1.51,-50.47,76.56,0.8
hold,300,0.35,1.5,5,0.5,0,0.3,1800,2,2,110.02,21.28,2,0,21.28,55.01,3,2,6.14,-45.86,1,2,-51.98,6.12,-45.86,116.16,0.8
hold,300,0.35,1.5,5,0.5,0,0.5,900,2,2,112.34,23.6,2,0,23.6,56.17,3,2,-35.78,-50.47,1,2,-51.98,1.51,-50.47,76.56,0.8
hold,300,0.35,1.5,5,0.5,0,0.5,1800,2,2,110.02,21.28,2,0,21.28,55.01,3,2,6.14,-45.86,1,2,-51.98,6.12,-45.86,116.16,0.8
hold,300,0.35,1.5,5,0.5,5,0.3,900,2,2,221.59,23.6,2,0,23.6,110.8,3,2,-35.78,-50.47,1,2,-51.98,1.51,-50.47,185.81,0.8
hold,300,0.35,1.5,5,0.5,5,0.3,1800,2,2,219.27,21.28,2,0,21.28,109.64,3,2,6.14,-45.86,1,2,-51.98,6.12,-45.86,225.41,0.8
hold,300,0.35,1.5,5,0.5,5,0.5,900,2,2,221.59,23.6,2,0,23.6,110.8,3,2,-35.78,-50.47,1,2,-51.98,1.51,-50.47,185.81,0.8
hold,300,0.35,1.5,5,0.5,5,0.5,1800,2,2,219.27,21.28,2,0,21.28,109.64,3,2,6.14,-45.86,1,2,-51.98,6.12,-45.86,225.41,0.8
flow,120,0.2,1.5,0,0.4,0,0.3,900,18,8,713.53,527.65,11,7,-22.73,-4.68,41,21,715.87,565.85,9,32,-51.98,2.47,527.65,1429.4,0.4915254237288136
flow,120,0.2,1.5,0,0.4,0,0.3,1800,18,8,1561.5,686.18,11,7,-22.73,-4.68,41,21,704.23,573.55,9,32,-51.98,2.47,573.55,2265.73,0.4915254237288136
flow,120,0.2,1.5,0,0.4,0,0.5,900,18,9,778.63,592.75,11,7,-32.73,15.07,41,21,737.88,587.86,9,32,-51.98,2.47,587.86,1516.51,0.5084745762711864
flow,120,0.2,1.5,0,0.4,0,0.5,1800,18,9,1596.57,721.25,11,7,-32.73,9.1,41,21,703.55,572.87,9,32,-51.98,2.47,572.87,2300.12,0.5084745762711864
flow,120,0.2,1.5,0,0.4,5,0.3,900,18,8,791.76,593.06,11,7,-22.73,-4.68,41,21,884.11,689.71,9,32,-51.98,2.47,593.06,1675.87,0.4915254237288136
flow,120,0.2,1.5,0,0.4,5,0.3,1800,18,8,994.65,794.17,11,7,-22.73,-4.68,41,21,966.47,763.72,9,32,-51.98,2.47,763.72,1961.12,0.4915254237288136
flow,120,0.2,1.5,0,0.4,5,0.5,900,18,9,856.86,658.16,11,7,-32.73,15.07,41,21,906.12,711.72,9,32,-51.98,2.47,658.16,1762.98,0.5084745762711864
flow,120,0.2,1.5,0,0.4,5,0.5,1800,18,9,1029.72,829.24,11,7,-32.73,9.1,41,21,965.79,763.04,9,32,-51.98,2.47,763.04,1995.51,0.5084745762711864
flow,120,0.2,1.5,0,0.5,0,0.3,900,18,9,715.61,529.73,11,7,-22.73,5.7,41,20,1019.18,757.94,9,32,-51.98,-0.09,529.73,1734.79,0.4915254237288136
flow,120,0.2,1.5,0,0.5,0,0.3,1800,18,9,1509.69,634.37,11,7,-22.73,2.38,41,18,755.76,613.24,9,32,-51.98,-1.2,613.24,2265.45,0.4576271186440678
flow,120,0.2,1.5,0,0.5,0,0.5,900,18,10,780.71,594.83,11,7,-32.73,22.12,41,20,1041.19,779.95,9,32,-51.98,-0.09,594.83,1821.9,0.5084745762711864
flow,120,0.2,1.5,0,0.5,0,0.5,1800,18,10,1536.49,661.17,11,7,-32.73,12.02,41,18,755.08,612.56,9,32,-51.98,-1.2,612.56,2291.57,0.4745762711864407
flow,120,0.2,1.5,0,0.5,5,0.3,900,18,9,820.89,622.19,11,7,-22.73,5.7,41,20,1109.72,912.57,9,32,-51.98,-0.09,622.19,1930.6100000000001,0.4915254237288136
flow,120,0.2,1.5,0,0.5,5,0.3,1800,18,9,989.64,789.16,11,7,-22.73,2.38,41,18,1164.42,961.67,9,32,-51.98,-1.2,789.16,2154.06,0.4576271186440678
flow,120,0.2,1.5,0,0.5,5,0.5,900,18,10,885.99,687.29,11,7,-32.73,22.12,41,20,1131.73,934.58,9,32,-51.98,-0.09,687.29,2017.72,0.5084745762711864
flow,120,0.2,1.5,0,0.5,5,0.5,1800,18,10,1016.44,815.96,11,7,-32.73,12.02,41,18,1163.74,960.99,9,32,-51.98,-1.2,815.96,2180.1800000000003,0.4745762711864407
flow,120,0.2,1.5,3,0.4,0,0.3,900,7,3,290.47,104.59,2,5,-22.73,-7.55,32,18,676.85,526.83,6,26,-51.98,8.3,104.59,967.32,0.5384615384615384
flow,120,0.2,1.5,3,0.4,0,0.3,1800,7,3,933.22,57.9,2,5,-22.73,-7.55,32,17,566.0,435.32,6,26,-51.98,7.72,57.9,1499.22,0.5128205128205128
flow,120,0.2,1.5,3,0.4,0,0.5,900,7,3,286.88,101.0,2,5,-32.73,-7.55,32,18,687.52,537.5,6,26,-51.98,8.3,101.0,974.4,0.5384615384615384
flow,120,0.2,1.5,3,0.4,0,0.5,1800,7,3,929.63,54.31,2,5,-32.73,-7.55,32,17,557.97,427.29,6,26,-51.98,7.72,54.31,1487.6,0.5128205128205128
flow,120,0.2,1.5,3,0.4,5,0.3,900,7,3,298.78,104.59,2,5,-22.73,-7.55,32,18,845.09,650.69,6,26,-51.98,8.3,104.59,1143.87,0.5384615384615384
flow,120,0.2,1.5,3,0.4,5,0.3,1800,7,3,252.09,57.9,2,5,-22.73,-7.55,32,17,828.24,625.49,6,26,-51.98,7.72,57.9,1080.33,0.5128205128205128
flow,120,0.2,1.5,3,0.4,5,0.5,900,7,3,295.19,101.0,2,5,-32.73,-7.55,32,18,855.76,661.36,6,26,-51.98,8.3,101.0,1150.95,0.5384615384615384
flow,120,0.2,1.5,3,0.4,5,0.5,1800,7,3,248.5,54.31,2,5,-32.73,-7.55,32,17,820.21,617.46,6,26,-51.98,7.72,54.31,1068.71,0.5128205128205128
flow,120,0.2,1.5,3,0.5,0,0.3,900,7,3,290.47,104.59,2,5,-22.73,-7.55,32,17,981.99,720.75,6,26,-51.98,4.15,104.59,1272.46,0.5128205128205128
flow,120,0.2,1.5,3,0.5,0,0.3,1800,7,3,914.92,39.6,2,5,-22.73,-7.55,32,13,518.94,376.42,6,26,-51.98,-1.96,39.6,1433.8600000000001,0.41025641025641024
flow,120,0.2,1.5,3,0.5,0,0.5,900,7,3,286.88,101.0,2,5,-32.73,-7.55,32,17,992.66,731.42,6,26,-51.98,4.15,101.0,1279.54,0.5128205128205128
flow,120,0.2,1.5,3,0.5,0,0.5,1800,7,3,911.33,36.01,2,5,-32.73,-7.55,32,13,510.91,368.39,6,26,-51.98,-1.96,36.01,1422.24,0.41025641025641024
flow,120,0.2,1.5,3,0.5,5,0.3,900,7,3,298.78,104.59,2,5,-22.73,-7.55,32,17,1072.53,875.38,6,26,-51.98,4.15,104.59,1371.31,0.5128205128205128
flow,120,0.2,1.5,3,0.5,5,0.3,1800,7,3,233.79,39.6,2,5,-22.73,-7.55,32,13,927.6,724.85,6,26,-51.98,-1.96,39.6,1161.39,0.41025641025641024
flow,120,0.2,1.5,3,0.5,5,0.5,900,7,3,295.19,101.0,2,5,-32.73,-7.55,32,17,1083.2,886.05,6,26,-51.98,4.15,101.0,1378.39,0.5128205128205128
flow,120,0.2,1.5,3,0.5,5,0.5,1800,7,3,230.2,36.01,2,5,-32.73,-7.55,32,13,919.57,716.82,6,26,-51.98,-1.96,36.01,1149.77,0.41025641025641024
flow,120,0.2,1.5,5,0.4,0,0.3,900,10,4,403.0,217.12,3,7,-22.73,-8.02,40,20,678.42,528.4,8,32,-51.98,0.63,217.12,1081.42,0.48
flow,120,0.2,1.5,5,0.4,0,0.3,1800,10,4,1045.75,170.43,3,7,-22.73,-8.02,40,20,666.78,536.1,8,32,-51.98,0.63,170.43,1712.53,0.48
flow,120,0.2,1.5,5,0.4,0,0.5,900,10,4,394.73,208.85,3,7,-32.73,-8.02,40,20,700.43,550.41,8,32,-51.98,0.63,208.85,1095.1599999999999,0.48
flow,120,0.2,1.5,5,0.4,0,0.5,1800,10,4,1037.48,162.16,3,7,-32.73,-8.02,40,20,666.1,535.42,8,32,-51.98,0.63,162.16,1703.58,0.48
flow,120,0.2,1.5,5,0.4,5,0.3,900,10,4,455.36,261.17,3,7,-22.73,-8.02,40,20,846.66,652.26,8,32,-51.98,0.63,261.17,1302.02,0.48
flow,120,0.2,1.5,5,0.4,5,0.3,1800,10,4,408.67,214.48,3,7,-22.73,-8.02,40,20,929.02,726.27,8,32,-51.98,0.63,214.48,1337.69,0.48
flow,120,0.2,1.5,5,0.4,5,0.5,900,10,4,447.09,252.9,3,7,-32.73,-8.02,40,20,868.67,674.27,8,32,-51.98,0.63,252.9,1315.76,0.48
flow,120,0.2,1.5,5,0.4,5,0.5,1800,10,4,400.4,206.21,3,7,-32.73,-8.02,40,20,928.34,725.59,8,32,-51.98,0.63,206.21,1328.74,0.48
flow,120,0.2,1.5,5,0.5,0,0.3,900,10,4,385.39,199.51,3,7,-22.73,-4.22,40,19,988.72,727.48,8,32,-51.98,-0.42,199.51,1374.1100000000001,0.46
flow,120,0.2,1.5,5,0.5,0,0.3,1800,10,4,994.0,118.68,3,7,-22.73,-8.07,40,17,629.22,486.7,8,32,-51.98,-1.96,118.68,1623.22,0.42
flow,120,0.2,1.5,5,0.5,0,0.5,900,10,4,377.12,191.24,3,7,-32.73,-4.22,40,19,1010.73,749.49,8,32,-51.98,-0.42,191.24,1387.85,0.46
flow,120,0.2,1.5,5,0.5,0,0.5,1800,10,4,985.73,110.41,3,7,-32.73,-8.07,40,17,628.54,486.02,8,32,-51.98,-1.96,110.41,1614.27,0.42
flow,120,0.2,1.5,5,0.5,5,0.3,900,10,4,464.8,270.61,3,7,-22.73,-4.22,40,19,1079.26,882.11,8,32,-51.98,-0.42,270.61,1544.06,0.46
flow,120,0.2,1.5,5,0.5,5,0.3,1800,10,4,383.97,189.78,3,7,-22.73,-8.07,40,17,1037.88,835.13,8,32,-51.98,-1.96,189.78,1421.8500000000001,0.42
flow,120,0.2,1.5,5,0.5,5,0.5,900,10,4,456.53,262.34,3,7,-32.73,-4.22,40,19,1101.27,904.12,8,32,-51.98,-0.42,262.34,1557.8,0.46
flow,120,0.2,1.5,5,0.5,5,0.5,1800,10,4,375.7,181.51,3,7,-32.73,-8.07,40,17,1037.2,834.45,8,32,-51.98,-1.96,181.51,1412.9,0.42
flow,120,0.2,2.0,0,0.4,0,0.3,900,16,8,741.89,556.01,10,6,-22.73,15.07,30,16,631.39,481.37,7,23,-26.05,13.01,481.37,1373.28,0.5217391304347826
flow,120,0.2,2.0,0,0.4,0,0.3,1800,16,8,1589.86,714.54,10,6,-22.73,22.85,30,17,639.46,508.78,7,23,-26.05,15.18,508.78,2229.3199999999997,0.5434782608695652
flow,120,0.2,2.0,0,0.4,0,0.5,900,16,8,736.15,550.27,10,6,-32.73,15.07,30,16,653.4,503.38,7,23,-26.29,13.01,503.38,1389.55,0.5217391304347826
flow,120,0.2,2.0,0,0.4,0,0.5,1800,16,8,1584.12,708.8,10,6,-32.73,22.85,30,17,638.78,508.1,7,23,-26.29,15.18,508.1,2222.8999999999996,0.5434782608695652
flow,120,0.2,2.0,0,0.4,5,0.3,900,16,8,820.12,621.42,10,6,-22.73,15.07,30,16,695.11,500.71,7,23,-26.05,13.01,500.71,1515.23,0.5217391304347826
flow,120,0.2,2.0,0,0.4,5,0.3,1800,16,8,1023.01,822.53,10,6,-22.73,22.85,30,17,797.18,594.43,7,23,-26.05,15.18,594.43,1820.19,0.5434782608695652
flow,120,0.2,2.0,0,0.4,5,0.5,900,16,8,814.38,615.68,10,6,-32.73,15.07,30,16,717.12,522.72,7,23,-26.29,13.01,522.72,1531.5,0.5217391304347826
flow,120,0.2,2.0,0,0.4,5,0.5,1800,16,8,1017.27,816.79,10,6,-32.73,22.85,30,17,796.5,593.75,7,23,-26.29,15.18,593.75,1813.77,0.5434782608695652
flow,120,0.2,2.0,0,0.5,0,0.3,900,16,9,743.97,558.09,10,6,-22.73,22.12,30,16,872.57,611.33,7,23,-26.05,6.8,558.09,1616.54,0.5434782608695652
flow,120,0.2,2.0,0,0.5,0,0.3,1800,16,9,1538.05,662.73,10,6,-22.73,20.82,30,15,767.37,624.85,7,23,-26.05,1.45,624.85,2305.42,0.5217391304347826
flow,120,0.2,2.0,0,0.5,0,0.5,900,16,9,738.23,552.35,10,6,-32.73,22.12,30,16,894.58,633.34,7,23,-26.29,6.8,552.35,1632.81,0.5434782608695652
flow,120,0.2,2.0,0,0.5,0,0.5,1800,16,9,1532.31,656.99,10,6,-32.73,20.82,30,15,766.69,624.17,7,23,-26.29,1.45,624.17,2299.0,0.5217391304347826
flow,120,0.2,2.0,0,0.5,5,0.3,900,16,9,849.25,650.55,10,6,-22.73,22.12,30,16,936.31,739.16,7,23,-26.05,6.8,650.55,1785.56,0.5434782608695652
flow,120,0.2,2.0,0,0.5,5,0.3,1800,16,9,1018.0,817.52,10,6,-22.73,20.82,30,15,1013.84,811.09,7,23,-26.05,1.45,811.09,2031.8400000000001,0.5217391304347826
flow,120,0.2,2.0,0,0.5,5,0.5,900,16,9,843.51,644.81,10,6,-32.73,22.12,30,16,958.32,761.17,7,23,-26.29,6.8,644.81,1801.83,0.5434782608695652
flow,120,0.2,2.0,0,0.5,5,0.5,1800,16,9,1012.26,811.78,10,6,-32.73,20.82,30,15,1013.16,810.41,7,23,-26.29,1.45,810.41,2025.42,0.5217391304347826
flow,120,0.2,2.0,3,0.4,0,0.3,900,6,3,298.02,112.14,2,4,-22.73,16.19,21,13,592.37,442.35,4,17,-17.72,17.29,112.14,890.39,0.5925925925925926
flow,120,0.2,2.0,3,0.4,0,0.3,1800,6,3,940.77,65.45,2,4,-22.73,19.52,21,13,501.23,370.55,4,17,-17.72,17.29,65.45,1442.0,0.5925925925925926
flow,120,0.2,2.0,3,0.4,0,0.5,900,6,3,294.43,108.55,2,4,-32.73,16.19,21,13,603.04,453.02,4,17,-17.72,17.29,108.55,897.47,0.5925925925925926
flow,120,0.2,2.0,3,0.4,0,0.5,1800,6,3,937.18,61.86,2,4,-32.73,19.52,21,13,493.2,362.52,4,17,-24.89,17.29,61.86,1430.3799999999999,0.5925925925925926
flow,120,0.2,2.0,3,0.4,5,0.3,900,6,3,306.33,112.14,2,4,-22.73,16.19,21,13,656.09,461.69,4,17,-17.72,17.29,112.14,962.4200000000001,0.5925925925925926
flow,120,0.2,2.0,3,0.4,5,0.3,1800,6,3,259.64,65.45,2,4,-22.73,19.52,21,13,658.95,456.2,4,17,-17.72,17.29,65.45,918.59,0.5925925925925926
flow,120,0.2,2.0,3,0.4,5,0.5,900,6,3,302.74,108.55,2,4,-32.73,16.19,21,13,666.76,472.36,4,17,-17.72,17.29,108.55,969.5,0.5925925925925926
flow,120,0.2,2.0,3,0.4,5,0.5,1800,6,3,256.05,61.86,2,4,-32.73,19.52,21,13,650.92,448.17,4,17,-24.89,17.29,61.86,906.97,0.5925925925925926
flow,120,0.2,2.0,3,0.5,0,0.3,900,6,3,298.02,112.14,2,4,-22.73,16.19,21,13,835.38,574.14,4,17,-19.08,21.42,112.14,1133.4,0.5925925925925926
flow,120,0.2,2.0,3,0.5,0,0.3,1800,6,3,922.47,47.15,2,4,-22.73,10.37,21,10,530.55,388.03,4,17,-19.08,-0.09,47.15,1453.02,0.48148148148148145
flow,120,0.2,2.0,3,0.5,0,0.5,900,6,3,294.43,108.55,2,4,-32.73,16.19,21,13,846.05,584.81,4,17,-19.08,21.42,108.55,1140.48,0.5925925925925926
flow,120,0.2,2.0,3,0.5,0,0.5,1800,6,3,918.88,43.56,2,4,-32.73,10.37,21,10,522.52,380.0,4,17,-24.89,-0.09,43.56,1441.4,0.48148148148148145
flow,120,0.2,2.0,3,0.5,5,0.3,900,6,3,306.33,112.14,2,4,-22.73,16.19,21,13,899.12,701.97,4,17,-19.08,21.42,112.14,1205.45,0.5925925925925926
flow,120,0.2,2.0,3,0.5,5,0.3,1800,6,3,241.34,47.15,2,4,-22.73,10.37,21,10,777.02,574.27,4,17,-19.08,-0.09,47.15,1018.36,0.48148148148148145
flow,120,0.2,2.0,3,0.5,5,0.5,900,6,3,302.74,108.55,2,4,-32.73,16.19,21,13,909.79,712.64,4,17,-19.08,21.42,108.55,1212.53,0.5925925925925926
flow,120,0.2,2.0,3,0.5,5,0.5,1800,6,3,237.75,43.56,2,4,-32.73,10.37,21,10,768.99,566.24,4,17,-24.89,-0.09,43.56,1006.74,0.48148148148148145
flow,120,0.2,2.0,5,0.4,0,0.3,900,9,4,410.55,224.67,3,6,-22.73,-8.48,29,15,593.94,443.92,6,23,-26.05,12.96,224.67,1004.49,0.5
flow,120,0.2,2.0,5,0.4,0,0.3,1800,9,4,1053.3,177.98,3,6,-22.73,-8.48,29,16,602.01,471.33,6,23,-26.05,13.06,177.98,1655.31,0.5263157894736842
flow,120,0.2,2.0,5,0.4,0,0.5,900,9,4,402.28,216.4,3,6,-32.73,-8.48,29,15,615.95,465.93,6,23,-26.29,12.96,216.4,1018.23,0.5
flow,120,0.2,2.0,5,0.4,0,0.5,1800,9,4,1045.03,169.71,3,6,-32.73,-8.48,29,16,601.33,470.65,6,23,-26.29,13.06,169.71,1646.3600000000001,0.5263157894736842
flow,120,0.2,2.0,5,0.4,5,0.3,900,9,4,462.91,268.72,3,6,-22.73,-8.48,29,15,657.66,463.26,6,23,-26.05,12.96,268.72,1120.57,0.5
flow,120,0.2,2.0,5,0.4,5,0.3,1800,9,4,416.22,222.03,3,6,-22.73,-8.48,29,16,759.73,556.98,6,23,-26.05,13.06,222.03,1175.95,0.5263157894736842
flow,120,0.2,2.0,5,0.4,5,0.5,900,9,4,454.64,260.45,3,6,-32.73,-8.48,29,15,679.67,485.27,6,23,-26.29,12.96,260.45,1134.31,0.5
flow,120,0.2,2.0,5,0.4,5,0.5,1800,9,4,407.95,213.76,3,6,-32.73,-8.48,29,16,759.05,556.3,6,23,-26.29,13.06,213.76,1167.0,0.5263157894736842
flow,120,0.2,2.0,5,0.5,0,0.3,900,9,4,392.94,207.06,3,6,-22.73,-0.89,29,15,842.11,580.87,6,23,-26.05,4.65,207.06,1235.05,0.5
flow,120,0.2,2.0,5,0.5,0,0.3,1800,9,4,1001.55,126.23,3,6,-22.73,-8.6,29,14,640.83,498.31,6,23,-26.05,-0.09,126.23,1642.38,0.47368421052631576
flow,120,0.2,2.0,5,0.5,0,0.5,900,9,4,384.67,198.79,3,6,-32.73,-0.89,29,15,864.12,602.88,6,23,-26.29,4.65,198.79,1248.79,0.5
flow,120,0.2,2.0,5,0.5,0,0.5,1800,9,4,993.28,117.96,3,6,-32.73,-8.6,29,14,640.15,497.63,6,23,-26.29,-0.09,117.96,1633.4299999999998,0.47368421052631576
flow,120,0.2,2.0,5,0.5,5,0.3,900,9,4,472.35,278.16,3,6,-22.73,-0.89,29,15,905.85,708.7,6,23,-26.05,4.65,278.16,1378.2,0.5
flow,120,0.2,2.0,5,0.5,5,0.3,1800,9,4,391.52,197.33,3,6,-22.73,-8.6,29,14,887.3,684.55,6,23,-26.05,-0.09,197.33,1278.82,0.47368421052631576
flow,120,0.2,2.0,5,0.5,5,0.5,900,9,4,464.08,269.89,3,6,-32.73,-0.89,29,15,927.86,730.71,6,23,-26.29,4.65,269.89,1391.94,0.5
flow,120,0.2,2.0,5,0.5,5,0.5,1800,9,4,383.25,189.06,3,6,-32.73,-8.6,29,14,886.62,683.87,6,23,-26.29,-0.09,189.06,1269.87,0.47368421052631576
flow,180,0.2,1.5,0,0.4,0,0.3,900,18,9,474.94,332.89,11,7,-24.34,4.02,40,19,327.26,176.74,9,31,-51.98,-1.44,176.74,802.2,0.4827586206896552
flow,180,0.2,1.5,0,0.4,0,0.3,1800,18,9,1137.58,480.98,11,7,-24.34,4.02,40,19,295.23,189.0,9,31,-51.98,-1.44,189.0,1432.81,0.4827586206896552
flow,180,0.2,1.5,0,0.4,0,0.5,900,18,9,469.85,327.8,11,7,-24.34,4.02,40,21,432.53,282.01,9,31,-51.98,2.15,282.01,902.38,0.5172413793103449
flow,180,0.2,1.5,0,0.4,0,0.5,1800,18,9,1132.4,475.8,11,7,-24.34,4.02,40,21,388.46,282.23,9,31,-51.98,4.31,282.23,1520.8600000000001,0.5172413793103449
flow,180,0.2,1.5,0,0.4,5,0.3,900,18,9,545.39,345.34,11,7,-24.34,4.02,40,19,327.26,176.74,9,31,-51.98,-1.44,176.74,872.65,0.4827586206896552
flow,180,0.2,1.5,0,0.4,5,0.3,1800,18,9,719.69,508.5,11,7,-24.34,4.02,40,19,387.75,189.0,9,31,-51.98,-1.44,189.0,1107.44,0.4827586206896552
flow,180,0.2,1.5,0,0.4,5,0.5,900,18,9,540.3,340.25,11,7,-24.34,4.02,40,21,432.53,282.01,9,31,-51.98,2.15,282.01,972.8299999999999,0.5172413793103449
flow,180,0.2,1.5,0,0.4,5,0.5,1800,18,9,714.51,503.32,11,7,-24.34,4.02,40,21,480.98,282.23,9,31,-51.98,4.31,282.23,1195.49,0.5172413793103449
flow,180,0.2,1.5,0,0.5,0,0.3,900,18,11,524.54,382.49,11,7,-24.34,10.34,40,20,450.13,299.61,9,31,-51.98,1.37,299.61,974.67,0.5344827586206896
flow,180,0.2,1.5,0,0.5,0,0.3,1800,18,10,1089.17,432.57,11,7,-24.34,4.74,40,16,254.49,118.74,9,31,-51.98,-5.32,118.74,1343.66,0.4482758620689655
flow,180,0.2,1.5,0,0.5,0,0.5,900,18,11,519.45,377.4,11,7,-24.34,10.34,40,22,564.34,413.82,9,31,-51.98,3.74,377.4,1083.79,0.5689655172413793
flow,180,0.2,1.5,0,0.5,0,0.5,1800,18,10,1083.99,427.39,11,7,-24.34,4.74,40,18,337.48,201.73,9,31,-51.98,-2.36,201.73,1421.47,0.4827586206896552
flow,180,0.2,1.5,0,0.5,5,0.3,900,18,11,620.01,419.96,11,7,-24.34,10.34,40,20,450.13,299.61,9,31,-51.98,1.37,299.61,1070.1399999999999,0.5344827586206896
flow,180,0.2,1.5,0,0.5,5,0.3,1800,18,10,696.3,485.11,11,7,-24.34,4.74,40,16,317.49,118.74,9,31,-51.98,-5.32,118.74,1013.79,0.4482758620689655
flow,180,0.2,1.5,0,0.5,5,0.5,900,18,11,614.92,414.87,11,7,-24.34,10.34,40,22,564.34,413.82,9,31,-51.98,3.74,413.82,1179.26,0.5689655172413793
flow,180,0.2,1.5,0,0.5,5,0.5,1800,18,10,691.12,479.93,11,7,-24.34,4.74,40,18,400.48,201.73,9,31,-51.98,-2.36,201.73,1091.6,0.4827586206896552
flow,180,0.2,1.5,3,0.4,0,0.3,900,6,2,-19.49,-55.63,1,5,-24.34,-9.4,25,13,310.36,159.84,4,21,-51.98,2.47,-55.63,290.87,0.4838709677419355
flow,180,0.2,1.5,3,0.4,0,0.3,1800,6,2,6.22,-55.63,1,5,-24.34,-9.4,25,13,210.71,104.48,4,21,-51.98,2.47,-55.63,216.93,0.4838709677419355
flow,180,0.2,1.5,3,0.4,0,0.5,900,6,2,-24.84,-60.98,1,5,-24.34,-11.04,25,13,323.84,173.32,4,21,-51.98,2.47,-60.98,299.0,0.4838709677419355
flow,180,0.2,1.5,3,0.4,0,0.5,1800,6,2,0.78,-61.07,1,5,-24.34,-11.08,25,13,210.32,104.09,4,21,-51.98,2.47,-61.07,211.1,0.4838709677419355
flow,180,0.2,1.5,3,0.4,5,0.3,900,6,2,-19.49,-55.63,1,5,-24.34,-9.4,25,13,310.36,159.84,4,21,-51.98,2.47,-55.63,290.87,0.4838709677419355
flow,180,0.2,1.5,3,0.4,5,0.3,1800,6,2,6.22,-55.63,1,5,-24.34,-9.4,25,13,303.23,104.48,4,21,-51.98,2.47,-55.63,309.45000000000005,0.4838709677419355
flow,180,0.2,1.5,3,0.4,5,0.5,900,6,2,-24.84,-60.98,1,5,-24.34,-11.04,25,13,323.84,173.32,4,21,-51.98,2.47,-60.98,299.0,0.4838709677419355
flow,180,0.2,1.5,3,0.4,5,0.5,1800,6,2,0.78,-61.07,1,5,-24.34,-11.08,25,13,302.84,104.09,4,21,-51.98,2.47,-61.07,303.61999999999995,0.4838709677419355
flow,180,0.2,1.5,3,0.5,0,0.3,900,6,2,-19.49,-55.63,1,5,-24.34,-9.4,25,13,428.03,277.51,4,21,-51.98,3.49,-55.63,408.53999999999996,0.4838709677419355
flow,180,0.2,1.5,3,0.5,0,0.3,1800,6,2,6.22,-55.63,1,5,-24.34,-9.4,25,10,173.09,37.34,4,21,-51.98,-2.72,-55.63,179.31,0.3870967741935484
flow,180,0.2,1.5,3,0.5,0,0.5,900,6,2,-24.84,-60.98,1,5,-24.34,-11.04,25,13,441.51,290.99,4,21,-51.98,3.49,-60.98,416.67,0.4838709677419355
flow,180,0.2,1.5,3,0.5,0,0.5,1800,6,2,0.78,-61.07,1,5,-24.34,-11.08,25,10,169.15,33.4,4,21,-51.98,-2.72,-61.07,169.93,0.3870967741935484
flow,180,0.2,1.5,3,0.5,5,0.3,900,6,2,-19.49,-55.63,1,5,-24.34,-9.4,25,13,428.03,277.51,4,21,-51.98,3.49,-55.63,408.53999999999996,0.4838709677419355
flow,180,0.2,1.5,3,0.5,5,0.3,1800,6,2,6.22,-55.63,1,5,-24.34,-9.4,25,10,236.09,37.34,4,21,-51.98,-2.72,-55.63,242.31,0.3870967741935484
flow,180,0.2,1.5,3,0.5,5,0.5,900,6,2,-24.84,-60.98,1,5,-24.34,-11.04,25,13,441.51,290.99,4,21,-51.98,3.49,-60.98,416.67,0.4838709677419355
flow,180,0.2,1.5,3,0.5,5,0.5,1800,6,2,0.78,-61.07,1,5,-24.34,-11.08,25,10,232.15,33.4,4,21,-51.98,-2.72,-61.07,232.93,0.3870967741935484
flow,180,0.2,1.5,5,0.4,0,0.3,900,10,5,306.9,164.85,3,7,-24.34,3.28,39,18,309.12,158.6,8,31,-51.98,-2.72,158.6,616.02,0.46938775510204084
flow,180,0.2,1.5,5,0.4,0,0.3,1800,10,5,800.21,143.61,3,7,-24.34,3.28,39,18,277.09,170.86,8,31,-51.98,-2.72,143.61,1077.3,0.46938775510204084
