dev,group,metric,n,median,p25,p75,min,max,note
jester,all,dev_supply_share,27,0.10049244715929,0.050317159206947,0.2,0.000353079611294,0.790509209095922,
jester,all,dev_first_buy_sol,27,3.101691281,1.7364942464322404,6.874391153,0.01156628,149.96782434209186,
jester,all,dev_same_slot_buyers,27,2.0,0.0,3.0,0.0,9.0,
jester,all,dev_fee_lamports_med,27,502500.0,258630.75,881390.0,572.0,10000000.0,
jester,all,dev_fee_first_tx,27,35000.0,6877.5,430000.0,5000.0,5000000.0,
jester,all,dev_first_sell_s,21,26.0,16.0,44.0,8.0,512.0,
jester,all,dev_sold_share_30m,27,1.0,0.40000000000000135,1.0,0.0,1.0,
jester,all,dev_sell_sol_30m,27,3.3679693879999997,0.0125681005,8.494912177,0.0,19.660675571376938,
jester,all,dev_sold_share_60s,26,0.7770663833870173,0.0,1.0,0.0,1.0,
jester,all,dev_sold_share_300s,26,0.925,0.45669831287988355,1.0,0.0,1.0,
jester,all,grad_s,27,1561.0,962.0,1781.5,13.0,1800.0,
jester,all,peak10_mult,27,3.311848195009617,1.9225970950192153,5.6889847462306005,0.9803837040882247,54.850348476692155,
jester,all,peak10_ts_s,27,430.0,80.0,1025.0,0.0,1790.0,
jester,all,sol_in_1m,27,36.223268899169874,28.079331322,68.34268297150001,6.795753389,158.729536630858,
jester,all,sol_in_5m,27,54.757124432999994,39.378818732499994,106.12237688159792,6.795753389,268.76543927,
jester,all,n_wallets_1m,27,46.0,27.0,80.5,1.0,120.0,
jester,all,n_wallets_5m,27,69.0,38.5,134.5,8.0,402.0,
jester,all,n_launches,27,,,,,,measurable launches (with trades)
jester,all,n_dev_sold_in_window,21,,,,,,launches with a dev sell in the window
jester,all,n_dev_sold_by_60s,18,,,,,,
jester,all,n_dev_sold_by_300s,20,,,,,,
jester,all,n_non_sol_quote,6,,,,,,launches quoted in a token other than SOL
jester,all,n_graduated_in_window,27,,,,,,curve completed inside the 30-min window
jester,all,n_graduated_by_60s,1,,,,,,
jester,all,n_dev_buy_in_create_slot,26,,,,,,dev_first_buy_s == 0
jester,all,launchpad:Pump.fun,25,,,,,,dev_tokens.launchpad_platform
jester,all,launchpad:,1,,,,,,dev_tokens.launchpad_platform
jester,all,launchpad:stonkfun,1,,,,,,dev_tokens.launchpad_platform
jester,hits,dev_supply_share,7,0.099948051904475,0.0759373540125,0.205077301925138,0.034199203154141,0.7658366048534271,
jester,hits,dev_first_buy_sol,7,3.08295004,2.2893260365,9.130916791718278,0.98959616,149.96782434209186,
jester,hits,dev_same_slot_buyers,7,0.0,0.0,3.0,0.0,3.0,
jester,hits,dev_fee_lamports_med,7,356222.5,164094.75,505000.0,572.0,762780.0,
jester,hits,dev_fee_first_tx,7,8500.0,8500.0,505000.0,8500.0,941775.0,
jester,hits,dev_first_sell_s,5,23.0,16.0,58.0,15.0,63.0,
jester,hits,dev_sold_share_30m,7,1.0,0.38361046329598364,1.0,0.0,1.0,
jester,hits,dev_sell_sol_30m,7,2.914892165,0.516548906,7.5154856145,0.0,11.959792096580504,
jester,hits,dev_sold_share_60s,7,0.292093631314177,0.0,0.8836104632959836,0.0,1.0,
jester,hits,dev_sold_share_300s,7,0.7672209265919673,0.20446554191992386,1.0,0.0,1.0,
jester,hits,grad_s,7,1752.0,1382.0,1789.5,354.0,1800.0,
jester,hits,peak10_mult,7,8.902147497995557,4.732469174091383,11.668608926255128,2.8721310847314827,54.850348476692155,
jester,hits,peak10_ts_s,7,1300.0,840.0,1670.0,300.0,1790.0,
jester,hits,sol_in_1m,7,48.097555879,33.445805345,91.29602847921282,11.626480224000002,158.729536630858,
jester,hits,sol_in_5m,7,98.244138459,47.36952257649999,172.23669993679016,19.935594550000005,268.76543927,
jester,hits,n_wallets_1m,7,50.0,25.5,83.0,17.0,120.0,
jester,hits,n_wallets_5m,7,69.0,42.0,157.5,23.0,402.0,
jester,hits,n_launches,7,,,,,,measurable launches (with trades)
jester,hits,n_dev_sold_in_window,5,,,,,,launches with a dev sell in the window
jester,hits,n_dev_sold_by_60s,4,,,,,,
jester,hits,n_dev_sold_by_300s,5,,,,,,
jester,hits,n_non_sol_quote,2,,,,,,launches quoted in a token other than SOL
jester,hits,n_graduated_in_window,7,,,,,,curve completed inside the 30-min window
jester,hits,n_graduated_by_60s,0,,,,,,
jester,hits,n_dev_buy_in_create_slot,7,,,,,,dev_first_buy_s == 0
jester,hits,launchpad:Pump.fun,7,,,,,,dev_tokens.launchpad_platform
jester,misses,dev_supply_share,20,0.121834857595336,0.03431724861869,0.2,0.000353079611294,0.790509209095922,
jester,misses,dev_first_buy_sol,20,3.9412642210265947,1.4925932796483607,6.874391153,0.01156628,83.952308562,
jester,misses,dev_same_slot_buyers,20,2.0,0.0,2.5,0.0,9.0,
jester,misses,dev_fee_lamports_med,20,502500.0,314580.5,1000000.0,5000.0,10000000.0,
jester,misses,dev_fee_first_tx,20,35000.0,5000.0,355000.0,5000.0,5000000.0,
jester,misses,dev_first_sell_s,16,27.0,16.5,38.0,8.0,512.0,
jester,misses,dev_sold_share_30m,20,0.9760514055048972,0.49999999999999617,1.0,0.0,1.0,
jester,misses,dev_sell_sol_30m,20,4.526376234,0.013299594250000001,8.371928522000001,0.0,19.660675571376938,
jester,misses,dev_sold_share_60s,19,0.7926399999999906,0.25,1.0,0.0,1.0,
jester,misses,dev_sold_share_300s,19,1.0,0.6749999999999955,1.0,0.0,1.0,
jester,misses,grad_s,20,1443.0,836.5,1781.25,13.0,1795.0,
jester,misses,peak10_mult,20,2.1456079143899163,1.6675357200847138,4.063665764087823,0.9803837040882247,13.262279418609946,
jester,misses,peak10_ts_s,20,225.0,20.0,610.0,0.0,1670.0,
jester,misses,sol_in_1m,20,34.74378694725634,28.0879702835,60.89627784675,6.795753389,101.40528629899998,
jester,misses,sol_in_5m,20,52.413800269999996,37.608647690249995,95.6812146217356,6.795753389,173.23112217099998,
jester,misses,n_wallets_1m,20,44.0,28.5,80.25,1.0,105.0,
jester,misses,n_wallets_5m,20,70.5,38.75,113.25,8.0,262.0,
jester,misses,n_launches,20,,,,,,measurable launches (with trades)
jester,misses,n_dev_sold_in_window,16,,,,,,launches with a dev sell in the window
jester,misses,n_dev_sold_by_60s,14,,,,,,
jester,misses,n_dev_sold_by_300s,15,,,,,,
jester,misses,n_non_sol_quote,4,,,,,,launches quoted in a token other than SOL
jester,misses,n_graduated_in_window,20,,,,,,curve completed inside the 30-min window
jester,misses,n_graduated_by_60s,1,,,,,,
jester,misses,n_dev_buy_in_create_slot,19,,,,,,dev_first_buy_s == 0
jester,misses,launchpad:Pump.fun,18,,,,,,dev_tokens.launchpad_platform
jester,misses,launchpad:,1,,,,,,dev_tokens.launchpad_platform
jester,misses,launchpad:stonkfun,1,,,,,,dev_tokens.launchpad_platform
jester,all,launch_hour_utc:00,2,,,,,,launches created in this UTC hour (all rows of the launch list)
jester,all,launch_hour_utc:01,2,,,,,,launches created in this UTC hour (all rows of the launch list)
jester,all,launch_hour_utc:02,2,,,,,,launches created in this UTC hour (all rows of the launch list)
jester,all,launch_hour_utc:03,1,,,,,,launches created in this UTC hour (all rows of the launch list)
jester,all,launch_hour_utc:04,3,,,,,,launches created in this UTC hour (all rows of the launch list)
jester,all,launch_hour_utc:14,1,,,,,,launches created in this UTC hour (all rows of the launch list)
jester,all,launch_hour_utc:16,4,,,,,,launches created in this UTC hour (all rows of the launch list)
jester,all,launch_hour_utc:17,2,,,,,,launches created in this UTC hour (all rows of the launch list)
jester,all,launch_hour_utc:18,1,,,,,,launches created in this UTC hour (all rows of the launch list)
jester,all,launch_hour_utc:19,2,,,,,,launches created in this UTC hour (all rows of the launch list)
jester,all,launch_hour_utc:20,1,,,,,,launches created in this UTC hour (all rows of the launch list)
jester,all,launch_hour_utc:21,2,,,,,,launches created in this UTC hour (all rows of the launch list)
jester,all,launch_hour_utc:22,2,,,,,,launches created in this UTC hour (all rows of the launch list)
jester,all,launch_hour_utc:23,2,,,,,,launches created in this UTC hour (all rows of the launch list)
jester,hits,launch_hour_utc:01,1,,,,,,
jester,hits,launch_hour_utc:04,1,,,,,,
jester,hits,launch_hour_utc:16,1,,,,,,
jester,hits,launch_hour_utc:21,1,,,,,,
jester,hits,launch_hour_utc:22,2,,,,,,
jester,hits,launch_hour_utc:23,1,,,,,,
jester,all,launch_weekday:Fri,3,,,,,,
jester,all,launch_weekday:Mon,3,,,,,,
jester,all,launch_weekday:Sun,5,,,,,,
jester,all,launch_weekday:Thu,4,,,,,,
jester,all,launch_weekday:Tue,9,,,,,,
jester,all,launch_weekday:Wed,3,,,,,,
jester,all,gap_between_launches_h,26,70.48041666666667,23.162777777777777,192.33118055555556,0.36027777777777775,3176.9352777777776,hours between consecutive launches
jester,all,n_gaps_lt_1h,1,,,,,,launch followed by another within 1 h
jester,all,n_gaps_lt_24h,8,,,,,,
jester,all,span_days,27,295.1491550925926,,,,,median = days from first to last launch
jester,all,hour_utc,27,16.0,3.5,19.5,0.0,23.0,distribution of the UTC hour of creation
jester,all,book_bundler_rate,27,0.0,0.0,0.0,0.0,0.0233,dev_tokens.bundler_rate
mitch,all,dev_supply_share,5,0.553806451612903,0.441823529411764,0.730553191489361,0.09754545454545399,0.7923069,
mitch,all,dev_first_buy_sol,5,32.00123192,21.00123192,64.00123192,3.0012319200000004,84.682345621,
mitch,all,dev_same_slot_buyers,5,0.0,0.0,0.0,0.0,1.0,
mitch,all,dev_fee_lamports_med,8,114471.0,52500.0,500000.0,30000.0,838334.0,
mitch,all,dev_fee_first_tx,5,85000.0,30000.0,143942.0,30000.0,838334.0,
mitch,all,dev_first_sell_s,1,39.0,39.0,39.0,39.0,39.0,
mitch,all,dev_sold_share_30m,5,0.0,0.0,0.0,0.0,0.0,
mitch,all,dev_sell_sol_30m,11,0.0,0.0,0.0,0.0,59.275439449,
mitch,all,dev_sold_share_60s,5,0.0,0.0,0.0,0.0,0.0,
mitch,all,dev_sold_share_300s,5,0.0,0.0,0.0,0.0,0.0,
mitch,all,grad_s,11,219.0,65.5,498.0,1.0,1533.0,
mitch,all,peak10_mult,5,4.689746028621334,2.455197867966141,7.110123250981154,1.590676274590961,8.643504956483376,
mitch,all,peak10_ts_s,5,410.0,150.0,410.0,0.0,570.0,
mitch,all,sol_in_1m,11,77.408713327,63.762963488000004,124.11181172050001,12.255322977999999,200.11629827000002,
mitch,all,sol_in_5m,11,155.52922388700003,91.118198245,164.3121165495,22.722348739000005,200.11936067,
mitch,all,n_wallets_1m,11,29.0,15.0,41.5,4.0,60.0,
mitch,all,n_wallets_5m,11,33.0,23.0,50.0,4.0,92.0,
mitch,all,n_launches,11,,,,,,measurable launches (with trades)
mitch,all,n_dev_sold_in_window,1,,,,,,launches with a dev sell in the window
mitch,all,n_dev_sold_by_60s,0,,,,,,
mitch,all,n_dev_sold_by_300s,0,,,,,,
mitch,all,n_non_sol_quote,0,,,,,,launches quoted in a token other than SOL
mitch,all,n_graduated_in_window,11,,,,,,curve completed inside the 30-min window
mitch,all,n_graduated_by_60s,3,,,,,,
mitch,all,n_dev_buy_in_create_slot,5,,,,,,dev_first_buy_s == 0
mitch,all,launchpad:Pump.fun,11,,,,,,dev_tokens.launchpad_platform
mitch,hits,dev_supply_share,1,0.7923069,0.7923069,0.7923069,0.7923069,0.7923069,
mitch,hits,dev_first_buy_sol,1,84.682345621,84.682345621,84.682345621,84.682345621,84.682345621,
mitch,hits,dev_same_slot_buyers,1,1.0,1.0,1.0,1.0,1.0,
mitch,hits,dev_fee_lamports_med,2,45000.0,37500.0,52500.0,30000.0,60000.0,
mitch,hits,dev_fee_first_tx,1,30000.0,30000.0,30000.0,30000.0,30000.0,
mitch,hits,dev_first_sell_s,1,39.0,39.0,39.0,39.0,39.0,
mitch,hits,dev_sold_share_30m,1,0.0,0.0,0.0,0.0,0.0,
mitch,hits,dev_sell_sol_30m,2,29.6377197245,14.81885986225,44.456579586749996,0.0,59.275439449,
mitch,hits,dev_sold_share_60s,1,0.0,0.0,0.0,0.0,0.0,
mitch,hits,dev_sold_share_300s,1,0.0,0.0,0.0,0.0,0.0,
mitch,hits,grad_s,2,546.5,273.75,819.25,1.0,1092.0,
mitch,hits,peak10_mult,1,1.590676274590961,1.590676274590961,1.590676274590961,1.590676274590961,1.590676274590961,
mitch,hits,peak10_ts_s,1,0.0,0.0,0.0,0.0,0.0,
mitch,hits,sol_in_1m,2,112.613814706,83.914395561,141.313233851,55.21497641600001,170.01265299599999,
mitch,hits,sol_in_5m,2,116.2850266925,89.42121354074999,143.14883984425,62.557400389,170.01265299599999,
mitch,hits,n_wallets_1m,2,22.0,13.0,31.0,4.0,40.0,
mitch,hits,n_wallets_5m,2,26.0,15.0,37.0,4.0,48.0,
mitch,hits,n_launches,2,,,,,,measurable launches (with trades)
mitch,hits,n_dev_sold_in_window,1,,,,,,launches with a dev sell in the window
mitch,hits,n_dev_sold_by_60s,0,,,,,,
mitch,hits,n_dev_sold_by_300s,0,,,,,,
mitch,hits,n_non_sol_quote,0,,,,,,launches quoted in a token other than SOL
mitch,hits,n_graduated_in_window,2,,,,,,curve completed inside the 30-min window
mitch,hits,n_graduated_by_60s,1,,,,,,
mitch,hits,n_dev_buy_in_create_slot,1,,,,,,dev_first_buy_s == 0
mitch,hits,launchpad:Pump.fun,2,,,,,,dev_tokens.launchpad_platform
mitch,misses,dev_supply_share,4,0.49781499051233347,0.35575401069518653,0.5979931365820175,0.09754545454545399,0.730553191489361,
mitch,misses,dev_first_buy_sol,4,26.501231920000002,16.50123192,40.00123192,3.0012319200000004,64.00123192,
mitch,misses,dev_same_slot_buyers,4,0.0,0.0,0.0,0.0,0.0,
mitch,misses,dev_fee_lamports_med,6,321971.0,99735.5,500000.0,30000.0,838334.0,
mitch,misses,dev_fee_first_tx,4,114471.0,71250.0,317540.0,30000.0,838334.0,
mitch,misses,dev_first_sell_s,0,,,,,,
mitch,misses,dev_sold_share_30m,4,0.0,0.0,0.0,0.0,0.0,
mitch,misses,dev_sell_sol_30m,9,0.0,0.0,0.0,0.0,0.0,
mitch,misses,dev_sold_share_60s,4,0.0,0.0,0.0,0.0,0.0,
mitch,misses,dev_sold_share_300s,4,0.0,0.0,0.0,0.0,0.0,
mitch,misses,grad_s,9,219.0,78.0,418.0,36.0,1533.0,
mitch,misses,peak10_mult,4,5.899934639801244,4.131108988457536,7.493468677356709,2.455197867966141,8.643504956483376,
mitch,misses,peak10_ts_s,4,410.0,345.0,450.0,150.0,570.0,
mitch,misses,sol_in_1m,9,77.408713327,72.31095056,92.697461954,12.255322977999999,200.11629827000002,
mitch,misses,sol_in_5m,9,155.52922388700003,92.697461954,158.611580103,22.722348739000005,200.11936067,
mitch,misses,n_wallets_1m,9,29.0,20.0,43.0,7.0,60.0,
mitch,misses,n_wallets_5m,9,33.0,24.0,52.0,10.0,92.0,
mitch,misses,n_launches,9,,,,,,measurable launches (with trades)
mitch,misses,n_dev_sold_in_window,0,,,,,,launches with a dev sell in the window
mitch,misses,n_dev_sold_by_60s,0,,,,,,
mitch,misses,n_dev_sold_by_300s,0,,,,,,
mitch,misses,n_non_sol_quote,0,,,,,,launches quoted in a token other than SOL
mitch,misses,n_graduated_in_window,9,,,,,,curve completed inside the 30-min window
mitch,misses,n_graduated_by_60s,2,,,,,,
mitch,misses,n_dev_buy_in_create_slot,4,,,,,,dev_first_buy_s == 0
mitch,misses,launchpad:Pump.fun,9,,,,,,dev_tokens.launchpad_platform
mitch,all,launch_hour_utc:02,3,,,,,,launches created in this UTC hour (all rows of the launch list)
mitch,all,launch_hour_utc:11,1,,,,,,launches created in this UTC hour (all rows of the launch list)
mitch,all,launch_hour_utc:16,1,,,,,,launches created in this UTC hour (all rows of the launch list)
mitch,all,launch_hour_utc:18,2,,,,,,launches created in this UTC hour (all rows of the launch list)
mitch,all,launch_hour_utc:19,2,,,,,,launches created in this UTC hour (all rows of the launch list)
mitch,all,launch_hour_utc:20,1,,,,,,launches created in this UTC hour (all rows of the launch list)
mitch,all,launch_hour_utc:21,1,,,,,,launches created in this UTC hour (all rows of the launch list)
mitch,hits,launch_hour_utc:20,1,,,,,,
mitch,hits,launch_hour_utc:21,1,,,,,,
mitch,all,launch_weekday:Fri,1,,,,,,
mitch,all,launch_weekday:Mon,2,,,,,,
mitch,all,launch_weekday:Sat,3,,,,,,
mitch,all,launch_weekday:Thu,2,,,,,,
mitch,all,launch_weekday:Tue,3,,,,,,
mitch,all,gap_between_launches_h,10,103.71083333333333,27.67722222222222,264.52465277777776,0.9433333333333334,10555.287222222221,hours between consecutive launches
mitch,all,n_gaps_lt_1h,1,,,,,,launch followed by another within 1 h
mitch,all,n_gaps_lt_24h,3,,,,,,
mitch,all,span_days,11,484.81340277777775,,,,,median = days from first to last launch
mitch,all,hour_utc,11,18.0,6.5,19.0,2.0,21.0,distribution of the UTC hour of creation
mitch,all,book_bundler_rate,11,0.0,0.0,0.0,0.0,0.813,dev_tokens.bundler_rate
